variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"challenger","p019:cold_general","p019","eerie","cold_general",false,6,5,1285366,"Shape of My Heart",0.5000,KEYWORD_BACKED,false,true,59.895
"challenger","p019:cold_general","p019","eerie","cold_general",false,7,1,1151031,"Bring Her Back",0.5000,KEYWORD_BACKED,false,true,61.735
"challenger","p019:cold_general","p019","eerie","cold_general",false,7,2,1078605,"Weapons",0.5000,KEYWORD_BACKED,true,true,61.735
"challenger","p019:cold_general","p019","eerie","cold_general",false,7,3,533533,"TRON: Ares",0.5000,KEYWORD_BACKED,true,true,61.735
"challenger","p019:cold_general","p019","eerie","cold_general",false,7,4,1233413,"Sinners",0.5000,KEYWORD_BACKED,false,true,61.735
"challenger","p019:cold_general","p019","eerie","cold_general",false,8,1,1119449,"Good Luck, Have Fun, Don't Die",0.5000,KEYWORD_BACKED,true,true,53.533
"challenger","p019:cold_general","p019","eerie","cold_general",false,8,2,1101383,"The End of Oak Street",1.0000,KEYWORD_BACKED,false,true,53.533
"challenger","p019:cold_general","p019","eerie","cold_general",false,8,3,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,53.533
"challenger","p019:cold_general","p019","eerie","cold_general",false,9,1,803796,"KPop Demon Hunters",0.5000,KEYWORD_BACKED,false,true,51.278
"challenger","p019:cold_general","p019","eerie","cold_general",false,9,2,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,51.278
"challenger","p019:cold_general","p019","eerie","cold_general",false,9,3,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,51.278
"challenger","p019:cold_general","p019","eerie","cold_general",false,9,4,1226863,"The Super Mario Galaxy Movie",0.5000,KEYWORD_BACKED,false,true,51.278
"challenger","p019:cold_general","p019","eerie","cold_general",false,9,5,1481343,"The Devil's Mouth",0.5000,KEYWORD_BACKED,true,true,51.278
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,0,1,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,68.759
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,0,2,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,68.759
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,0,3,604079,"The Long Walk",0.5000,KEYWORD_BACKED,true,true,68.759
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,0,4,1616268,"Aroopi",0.5000,OVERVIEW_ONLY,true,true,68.759
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,0,5,1100782,"Smile 2",0.5000,KEYWORD_BACKED,true,true,68.759
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,1,1,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,78.389
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,1,2,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,78.389
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,1,3,423108,"The Conjuring: The Devil Made Me Do It",0.5000,KEYWORD_BACKED,true,true,78.389
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,1,4,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,78.389
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,1,5,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,78.389
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,2,1,1481343,"The Devil's Mouth",0.5000,KEYWORD_BACKED,true,true,68.004
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,2,2,574475,"Final Destination Bloodlines",0.5000,KEYWORD_BACKED,true,true,68.004
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,2,3,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,68.004
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,2,4,1100988,"28 Years Later",0.5000,KEYWORD_BACKED,true,true,68.004
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,2,5,1108427,"Moana",0.5000,KEYWORD_BACKED,true,true,68.004
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,3,1,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",0.5000,KEYWORD_BACKED,true,true,67.437
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,3,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,67.437
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,3,3,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,67.437
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,3,4,423108,"The Conjuring: The Devil Made Me Do It",0.5000,KEYWORD_BACKED,true,true,67.437
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,3,5,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,67.437
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,4,1,1257009,"Primitive War",0.5000,KEYWORD_BACKED,true,true,84.528
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,4,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,84.528
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,4,3,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,84.528
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,4,4,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,84.528
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,4,5,1100782,"Smile 2",0.5000,KEYWORD_BACKED,true,true,84.528
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,5,1,1226863,"The Super Mario Galaxy Movie",0.5000,KEYWORD_BACKED,false,true,86.383
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,5,2,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,86.383
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,5,3,1481343,"The Devil's Mouth",0.5000,KEYWORD_BACKED,true,true,86.383
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,5,4,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,86.383
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,5,5,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,86.383
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,6,1,1078605,"Weapons",0.5000,KEYWORD_BACKED,true,true,65.497
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,6,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,65.497
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,6,3,1481343,"The Devil's Mouth",0.5000,KEYWORD_BACKED,true,true,65.497
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,6,4,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,65.497
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,6,5,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,65.497
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,7,1,1101383,"The End of Oak Street",1.0000,KEYWORD_BACKED,false,true,68.776
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,7,2,604079,"The Long Walk",0.5000,KEYWORD_BACKED,true,true,68.776
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,7,3,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,68.776
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,7,4,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,68.776
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,7,5,574475,"Final Destination Bloodlines",0.5000,KEYWORD_BACKED,true,true,68.776
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,8,1,1233413,"Sinners",0.5000,KEYWORD_BACKED,false,true,68.235
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,8,2,1101383,"The End of Oak Street",1.0000,KEYWORD_BACKED,false,true,68.235
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,8,3,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,68.235
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,8,4,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,68.235
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,8,5,1100782,"Smile 2",0.5000,KEYWORD_BACKED,true,true,68.235
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,9,1,1317288,"Marty Supreme",0.5000,OVERVIEW_ONLY,false,true,64.480
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,9,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,64.480
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,9,3,1078605,"Weapons",0.5000,KEYWORD_BACKED,true,true,64.480
"challenger","p019:warm_thriller","p019","eerie","warm_thriller",true,9,4,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,64.480
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,0,1,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,68.525
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,0,2,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,68.525
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,0,3,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,68.525
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,0,4,423108,"The Conjuring: The Devil Made Me Do It",0.5000,KEYWORD_BACKED,true,true,68.525
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,0,5,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,68.525
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,1,1,1101383,"The End of Oak Street",1.0000,KEYWORD_BACKED,false,true,66.052
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,1,2,1108427,"Moana",0.5000,KEYWORD_BACKED,true,true,66.052
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,1,3,1119449,"Good Luck, Have Fun, Don't Die",0.5000,KEYWORD_BACKED,true,true,66.052
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,1,4,1226863,"The Super Mario Galaxy Movie",0.5000,KEYWORD_BACKED,false,true,66.052
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,1,5,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,66.052
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,2,1,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,69.939
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,2,2,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,69.939
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,2,3,423108,"The Conjuring: The Devil Made Me Do It",0.5000,KEYWORD_BACKED,true,true,69.939
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,3,1,803796,"KPop Demon Hunters",0.5000,KEYWORD_BACKED,false,true,64.641
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,3,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,64.641
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,4,1,1233413,"Sinners",0.5000,KEYWORD_BACKED,false,true,64.788
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,4,2,1226863,"The Super Mario Galaxy Movie",0.5000,KEYWORD_BACKED,false,true,64.788
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,4,3,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,64.788
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,4,4,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,64.788
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,5,1,810693,"Jujutsu Kaisen 0",0.5000,KEYWORD_BACKED,false,true,78.062
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,5,2,574475,"Final Destination Bloodlines",0.5000,KEYWORD_BACKED,true,true,78.062
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,5,3,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,78.062
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,5,4,1119449,"Good Luck, Have Fun, Don't Die",0.5000,KEYWORD_BACKED,true,true,78.062
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,5,5,803796,"KPop Demon Hunters",0.5000,KEYWORD_BACKED,false,true,78.062
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,6,1,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",0.5000,KEYWORD_BACKED,true,true,63.528
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,6,2,1108427,"Moana",0.5000,KEYWORD_BACKED,true,true,63.528
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,6,3,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,63.528
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,6,4,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,63.528
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,6,5,423108,"The Conjuring: The Devil Made Me Do It",0.5000,KEYWORD_BACKED,true,true,63.528
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,7,1,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,61.478
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,7,2,568124,"Encanto",0.5000,KEYWORD_BACKED,false,true,61.478
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,7,3,1078605,"Weapons",0.5000,KEYWORD_BACKED,true,true,61.478
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,7,4,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,61.478
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,7,5,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,61.478
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,8,1,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,65.306
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,8,2,1257009,"Primitive War",0.5000,KEYWORD_BACKED,true,true,65.306
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,8,3,426063,"Nosferatu",0.5000,KEYWORD_BACKED,true,true,65.306
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,8,4,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,65.306
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,8,5,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,65.306
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,9,1,1481343,"The Devil's Mouth",0.5000,KEYWORD_BACKED,true,true,74.314
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,9,2,1100988,"28 Years Later",0.5000,KEYWORD_BACKED,true,true,74.314
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,9,3,1616268,"Aroopi",0.5000,OVERVIEW_ONLY,true,true,74.314
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,9,4,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,74.314
"challenger","p019:warm_comfort","p019","eerie","warm_comfort",true,9,5,1119449,"Good Luck, Have Fun, Don't Die",0.5000,KEYWORD_BACKED,true,true,74.314
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,0,1,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,69.800
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,0,2,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,69.800
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,0,3,1226863,"The Super Mario Galaxy Movie",0.5000,KEYWORD_BACKED,false,true,69.800
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,0,4,810693,"Jujutsu Kaisen 0",0.5000,KEYWORD_BACKED,false,true,69.800
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,0,5,756999,"The Black Phone",0.5000,KEYWORD_BACKED,false,true,69.800
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,1,1,1481343,"The Devil's Mouth",0.5000,KEYWORD_BACKED,true,true,67.099
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,1,2,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,67.099
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,1,3,1062722,"Frankenstein",0.5000,KEYWORD_BACKED,false,true,67.099
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,1,4,1317288,"Marty Supreme",0.5000,OVERVIEW_ONLY,false,true,67.099
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,1,5,1616268,"Aroopi",0.5000,OVERVIEW_ONLY,true,true,67.099
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,2,1,604079,"The Long Walk",0.5000,KEYWORD_BACKED,true,true,63.579
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,2,2,1198994,"Send Help",0.5000,KEYWORD_BACKED,true,true,63.579
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,2,3,1233413,"Sinners",0.5000,KEYWORD_BACKED,false,true,63.579
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,2,4,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,63.579
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,2,5,1317288,"Marty Supreme",0.5000,OVERVIEW_ONLY,false,true,63.579
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,3,1,635302,"Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",0.5000,KEYWORD_BACKED,true,true,65.001
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,3,2,574475,"Final Destination Bloodlines",0.5000,KEYWORD_BACKED,true,true,65.001
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,3,3,1100782,"Smile 2",0.5000,KEYWORD_BACKED,true,true,65.001
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,3,4,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,65.001
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,3,5,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,65.001
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,4,1,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,70.642
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,4,2,1151031,"Bring Her Back",0.5000,KEYWORD_BACKED,false,true,70.642
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,4,3,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,70.642
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,4,4,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,70.642
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,4,5,1062722,"Frankenstein",0.5000,KEYWORD_BACKED,false,true,70.642
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,5,1,1101383,"The End of Oak Street",1.0000,KEYWORD_BACKED,false,true,68.876
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,5,2,630566,"Clouds",0.5000,OVERVIEW_ONLY,true,true,68.876
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,5,3,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,68.876
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,5,4,1108427,"Moana",0.5000,KEYWORD_BACKED,true,true,68.876
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,5,5,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,68.876
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,6,1,1100988,"28 Years Later",0.5000,KEYWORD_BACKED,true,true,75.405
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,6,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,75.405
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,6,3,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,75.405
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,6,4,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,75.405
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,6,5,604079,"The Long Walk",0.5000,KEYWORD_BACKED,true,true,75.405
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,7,1,630566,"Clouds",0.5000,OVERVIEW_ONLY,true,true,70.365
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,7,2,1339713,"Obsession",0.5000,KEYWORD_BACKED,true,true,70.365
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,7,3,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,70.365
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,7,4,604079,"The Long Walk",0.5000,KEYWORD_BACKED,true,true,70.365
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,7,5,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,70.365
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,8,1,1119449,"Good Luck, Have Fun, Don't Die",0.5000,KEYWORD_BACKED,true,true,72.497
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,8,2,1078605,"Weapons",0.5000,KEYWORD_BACKED,true,true,72.497
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,8,3,1257009,"Primitive War",0.5000,KEYWORD_BACKED,true,true,72.497
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,8,4,1212763,"Evil Dead Burn",0.5000,KEYWORD_BACKED,true,true,72.497
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,8,5,1272837,"28 Years Later: The Bone Temple",0.5000,KEYWORD_BACKED,true,true,72.497
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,9,1,1368314,"Passenger",0.5000,KEYWORD_BACKED,false,true,79.425
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,9,2,604079,"The Long Walk",0.5000,KEYWORD_BACKED,true,true,79.425
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,9,3,1304313,"Lee Cronin's The Mummy",0.5000,KEYWORD_BACKED,true,true,79.425
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,9,4,1226863,"The Super Mario Galaxy Movie",0.5000,KEYWORD_BACKED,false,true,79.425
"challenger","p019:warm_cerebral","p019","eerie","warm_cerebral",true,9,5,1616268,"Aroopi",0.5000,OVERVIEW_ONLY,true,true,79.425
"challenger","p020:cold_general","p020","any","cold_general",false,0,1,1275779,"Disclosure Day",0.0000,NONE,true,true,44.046
"challenger","p020:cold_general","p020","any","cold_general",false,0,2,389,"12 Angry Men",0.0000,NONE,true,true,44.046
"challenger","p020:cold_general","p020","any","cold_general",false,0,3,299536,"Avengers: Infinity War",0.0000,NONE,true,true,44.046
"challenger","p020:cold_general","p020","any","cold_general",false,0,4,680,"Pulp Fiction",0.0000,NONE,true,true,44.046
"challenger","p020:cold_general","p020","any","cold_general",false,0,5,157336,"Interstellar",0.0000,NONE,true,true,44.046
"challenger","p020:cold_general","p020","any","cold_general",false,1,1,980431,"Avatar Aang: The Last Airbender",0.0000,NONE,true,true,45.077
"challenger","p020:cold_general","p020","any","cold_general",false,1,2,238,"The Godfather",0.0000,NONE,true,true,45.077
"challenger","p020:cold_general","p020","any","cold_general",false,1,3,1083381,"Backrooms",0.0000,NONE,true,true,45.077
"challenger","p020:cold_general","p020","any","cold_general",false,1,4,496243,"Parasite",0.0000,NONE,true,true,45.077
"challenger","p020:cold_general","p020","any","cold_general",false,1,5,603,"The Matrix",0.0000,NONE,true,true,45.077
"challenger","p020:cold_general","p020","any","cold_general",false,2,1,1339713,"Obsession",0.0000,NONE,true,true,49.243
"challenger","p020:cold_general","p020","any","cold_general",false,2,2,1311031,"Demon Slayer: Kimetsu no Yaiba Infinity Castle",0.0000,NONE,true,true,49.243
"challenger","p020:cold_general","p020","any","cold_general",false,2,3,278,"The Shawshank Redemption",0.0000,NONE,true,true,49.243
"challenger","p020:cold_general","p020","any","cold_general",false,2,4,1212763,"Evil Dead Burn",0.0000,NONE,true,true,49.243
"challenger","p020:cold_general","p020","any","cold_general",false,2,5,155,"The Dark Knight",0.0000,NONE,true,true,49.243
"challenger","p020:cold_general","p020","any","cold_general",false,3,1,687163,"Project Hail Mary",0.0000,NONE,true,true,52.732
"challenger","p020:cold_general","p020","any","cold_general",false,3,2,550,"Fight Club",0.0000,NONE,true,true,52.732
"challenger","p020:cold_general","p020","any","cold_general",false,3,3,969681,"Spider-Man: Brand New Day",0.0000,NONE,true,true,52.732
"challenger","p020:cold_general","p020","any","cold_general",false,3,4,1284041,"The Last House",0.0000,NONE,true,true,52.732
"challenger","p020:cold_general","p020","any","cold_general",false,3,5,4935,"Howl's Moving Castle",0.0000,NONE,true,true,52.732
"challenger","p020:cold_general","p020","any","cold_general",false,4,1,634649,"Spider-Man: No Way Home",0.0000,NONE,true,true,36.773
"challenger","p020:cold_general","p020","any","cold_general",false,4,2,424,"Schindler's List",0.0000,NONE,true,true,36.773
"challenger","p020:cold_general","p020","any","cold_general",false,4,3,807,"Se7en",0.0000,NONE,true,true,36.773
"challenger","p020:cold_general","p020","any","cold_general",false,4,4,429,"The Good, the Bad and the Ugly",0.0000,NONE,true,true,36.773
"challenger","p020:cold_general","p020","any","cold_general",false,4,5,1226863,"The Super Mario Galaxy Movie",0.0000,NONE,true,true,36.773
"challenger","p020:cold_general","p020","any","cold_general",false,5,1,1084244,"Toy Story 5",0.0000,NONE,true,true,35.836
"challenger","p020:cold_general","p020","any","cold_general",false,5,2,122,"The Lord of the Rings: The Return of the King",0.0000,NONE,true,true,35.836
"challenger","p020:cold_general","p020","any","cold_general",false,5,3,769,"GoodFellas",0.0000,NONE,true,true,35.836
"challenger","p020:cold_general","p020","any","cold_general",false,5,4,1101383,"The End of Oak Street",0.0000,NONE,true,true,35.836
"challenger","p020:cold_general","p020","any","cold_general",false,5,5,372058,"Your Name.",0.0000,NONE,true,true,35.836
"challenger","p020:cold_general","p020","any","cold_general",false,6,1,1368337,"The Odyssey",0.0000,NONE,true,true,33.102
"challenger","p020:cold_general","p020","any","cold_general",false,6,2,936075,"Michael",0.0000,NONE,true,true,33.102
"challenger","p020:cold_general","p020","any","cold_general",false,6,3,1375646,"Colony",0.0000,NONE,true,true,33.102
"challenger","p020:cold_general","p020","any","cold_general",false,6,4,1327819,"Hoppers",0.0000,NONE,true,true,33.102
"challenger","p020:cold_general","p020","any","cold_general",false,6,5,240,"The Godfather Part II",0.0000,NONE,true,true,33.102
"challenger","p020:cold_general","p020","any","cold_general",false,7,1,27205,"Inception",0.0000,NONE,true,true,35.813
"challenger","p020:cold_general","p020","any","cold_general",false,7,2,497,"The Green Mile",0.0000,NONE,true,true,35.813
"challenger","p020:cold_general","p020","any","cold_general",false,7,3,19404,"Dilwale Dulhania Le Jayenge",0.0000,NONE,true,true,35.813
