variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"challenger","p016:cold_general","p016","hopeful","cold_general",false,5,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,16.430
"challenger","p016:cold_general","p016","hopeful","cold_general",false,6,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,17.559
"challenger","p016:cold_general","p016","hopeful","cold_general",false,6,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,17.559
"challenger","p016:cold_general","p016","hopeful","cold_general",false,6,3,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,17.559
"challenger","p016:cold_general","p016","hopeful","cold_general",false,6,4,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,17.559
"challenger","p016:cold_general","p016","hopeful","cold_general",false,7,1,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,16.609
"challenger","p016:cold_general","p016","hopeful","cold_general",false,7,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,16.609
"challenger","p016:cold_general","p016","hopeful","cold_general",false,8,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,16.215
"challenger","p016:cold_general","p016","hopeful","cold_general",false,8,2,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,16.215
"challenger","p016:cold_general","p016","hopeful","cold_general",false,9,1,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,16.685
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,0,1,103,"Taxi Driver",0.5000,OVERVIEW_ONLY,true,true,22.563
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,0,2,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,22.563
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,0,3,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,22.563
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,0,4,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,22.563
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,1,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,25.064
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,1,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,25.064
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,2,1,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,27.222
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,2,2,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,27.222
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,2,3,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,27.222
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,3,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,31.598
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,3,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,31.598
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,3,3,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,31.598
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,4,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,26.364
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,4,2,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,26.364
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,4,3,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,26.364
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,5,1,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.295
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,6,1,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,24.139
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,6,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.139
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,7,1,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,22.912
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,8,1,1601243,"Oscar Shaw",0.5000,OVERVIEW_ONLY,false,true,23.140
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,8,2,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,23.140
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,8,3,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,23.140
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,9,1,103,"Taxi Driver",0.5000,OVERVIEW_ONLY,true,true,24.693
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,9,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.693
"challenger","p016:warm_thriller","p016","hopeful","warm_thriller",true,9,3,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,24.693
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,0,1,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.578
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,0,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,24.578
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,1,1,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,24.941
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,1,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.941
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,2,1,2062,"Ratatouille",0.5000,OVERVIEW_ONLY,true,true,24.720
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,3,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,24.025
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,3,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.025
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,3,3,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,24.025
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,4,1,354912,"Coco",0.5000,OVERVIEW_ONLY,false,true,24.708
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,4,2,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,24.708
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,4,3,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.708
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,4,4,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,24.708
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,4,5,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,24.708
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,5,1,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.891
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,6,1,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,24.577
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,7,1,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,25.375
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,7,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,25.375
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,8,1,1291335,"Solo Mio",0.5000,OVERVIEW_ONLY,false,true,25.459
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,8,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,25.459
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,9,1,313369,"La La Land",0.5000,OVERVIEW_ONLY,true,true,26.630
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,9,2,2062,"Ratatouille",0.5000,OVERVIEW_ONLY,true,true,26.630
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,9,3,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,26.630
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,9,4,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,26.630
"challenger","p016:warm_comfort","p016","hopeful","warm_comfort",true,9,5,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,26.630
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,0,1,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,23.650
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,0,2,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,23.650
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,1,1,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,24.140
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,2,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,23.384
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,2,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,23.384
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,3,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,24.500
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,4,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,29.679
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,4,2,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,29.679
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,5,1,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,27.567
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,5,2,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,27.567
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,5,3,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,27.567
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,5,4,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,27.567
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,6,1,1297842,"GOAT",0.5000,OVERVIEW_ONLY,false,true,27.235
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,6,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,27.235
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,7,1,122917,"The Hobbit: The Battle of the Five Armies",0.5000,OVERVIEW_ONLY,false,true,24.783
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,8,1,1367642,"Reminders of Him",0.5000,OVERVIEW_ONLY,true,true,30.022
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,8,2,980477,"Ne Zha 2",0.5000,OVERVIEW_ONLY,false,true,30.022
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,9,1,1123287,"Milli Vanilli",0.5000,OVERVIEW_ONLY,true,true,25.635
"challenger","p016:warm_cerebral","p016","hopeful","warm_cerebral",true,9,2,278,"The Shawshank Redemption",0.5000,OVERVIEW_ONLY,false,true,25.635
"challenger","p018:cold_general","p018","emotional","cold_general",false,0,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,16.073
"challenger","p018:cold_general","p018","emotional","cold_general",false,0,2,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,16.073
"challenger","p018:cold_general","p018","emotional","cold_general",false,0,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,16.073
"challenger","p018:cold_general","p018","emotional","cold_general",false,1,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,16.919
"challenger","p018:cold_general","p018","emotional","cold_general",false,1,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,16.919
"challenger","p018:cold_general","p018","emotional","cold_general",false,1,3,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,16.919
"challenger","p018:cold_general","p018","emotional","cold_general",false,2,1,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,17.132
"challenger","p018:cold_general","p018","emotional","cold_general",false,4,1,1292695,"They Will Kill You",0.5000,OVERVIEW_ONLY,true,true,19.153
"challenger","p018:cold_general","p018","emotional","cold_general",false,4,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,19.153
"challenger","p018:cold_general","p018","emotional","cold_general",false,5,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,24.929
"challenger","p018:cold_general","p018","emotional","cold_general",false,5,2,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,24.929
"challenger","p018:cold_general","p018","emotional","cold_general",false,7,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,19.901
"challenger","p018:cold_general","p018","emotional","cold_general",false,7,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,19.901
"challenger","p018:cold_general","p018","emotional","cold_general",false,7,3,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,19.901
"challenger","p018:cold_general","p018","emotional","cold_general",false,8,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,20.046
"challenger","p018:cold_general","p018","emotional","cold_general",false,9,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,17.444
"challenger","p018:cold_general","p018","emotional","cold_general",false,9,2,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,17.444
"challenger","p018:cold_general","p018","emotional","cold_general",false,9,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,17.444
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,0,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,24.502
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,0,2,1292695,"They Will Kill You",0.5000,OVERVIEW_ONLY,true,true,24.502
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,0,3,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,24.502
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,0,4,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,24.502
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,1,1,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,24.640
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,1,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,24.640
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,1,3,1292695,"They Will Kill You",0.5000,OVERVIEW_ONLY,true,true,24.640
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,2,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,23.621
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,3,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.015
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,3,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,23.015
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,3,3,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,23.015
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,4,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,25.220
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,4,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,25.220
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,5,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,24.700
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,5,2,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,24.700
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,5,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,24.700
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,6,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,23.825
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,6,2,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,23.825
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,7,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,22.991
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,7,2,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,22.991
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,7,3,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,22.991
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,7,4,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,22.991
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,8,1,1601243,"Oscar Shaw",0.5000,OVERVIEW_ONLY,true,true,23.232
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,8,2,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.232
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,8,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.232
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,9,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,22.754
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,9,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,22.754
"challenger","p018:warm_thriller","p018","emotional","warm_thriller",true,9,3,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,22.754
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,0,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,23.201
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,0,2,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,23.201
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,1,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.217
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,2,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,24.611
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,2,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,24.611
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,3,1,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,24.172
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,3,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,24.172
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,3,3,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,24.172
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,3,4,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,24.172
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,4,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,26.698
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,4,2,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,26.698
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,4,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,26.698
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,5,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,25.521
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,5,2,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,25.521
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,6,1,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,23.538
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,6,2,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.538
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,7,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,24.304
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,8,1,1292695,"They Will Kill You",0.5000,OVERVIEW_ONLY,true,true,24.987
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,8,2,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,24.987
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,9,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,24.866
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,9,2,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,24.866
"challenger","p018:warm_comfort","p018","emotional","warm_comfort",true,9,3,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,24.866
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,0,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.866
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,0,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,23.866
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,0,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,23.866
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,1,1,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,26.664
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,1,2,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,26.664
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,1,3,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,26.664
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,1,4,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,26.664
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,1,5,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,26.664
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,2,1,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,22.453
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,3,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.256
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,4,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,22.571
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,4,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,22.571
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,4,3,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,22.571
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,5,1,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,24.293
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,6,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,23.386
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,6,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,23.386
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,6,3,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,23.386
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,7,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,22.849
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,7,2,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,22.849
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,7,3,1511057,"Roommates",0.5000,OVERVIEW_ONLY,false,true,22.849
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,7,4,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,22.849
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,8,1,977966,"Drift",0.5000,OVERVIEW_ONLY,true,true,24.448
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,8,2,1110034,"Kraken",0.5000,OVERVIEW_ONLY,true,true,24.448
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,8,3,14836,"Coraline",0.5000,OVERVIEW_ONLY,true,true,24.448
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,8,4,1156594,"Our Fault",0.5000,OVERVIEW_ONLY,false,true,24.448
"challenger","p018:warm_cerebral","p018","emotional","warm_cerebral",true,9,1,1276704,"53 Sundays",0.5000,OVERVIEW_ONLY,true,true,29.704
"challenger","p019:cold_general","p019","eerie","cold_general",false,0,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,false,true,18.122
"challenger","p019:cold_general","p019","eerie","cold_general",false,0,2,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,18.122
"challenger","p019:cold_general","p019","eerie","cold_general",false,0,3,1480387,"undertone",0.5000,OVERVIEW_ONLY,false,true,18.122
"challenger","p019:cold_general","p019","eerie","cold_general",false,0,4,1228246,"Five Nights at Freddy's 2",0.5000,OVERVIEW_ONLY,false,true,18.122
"challenger","p019:cold_general","p019","eerie","cold_general",false,1,1,803796,"KPop Demon Hunters",0.5000,OVERVIEW_ONLY,false,true,17.393
"challenger","p019:cold_general","p019","eerie","cold_general",false,1,2,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,17.393
"challenger","p019:cold_general","p019","eerie","cold_general",false,2,1,934456,"Americana",0.5000,OVERVIEW_ONLY,true,true,18.381
"challenger","p019:cold_general","p019","eerie","cold_general",false,2,2,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,18.381
"challenger","p019:cold_general","p019","eerie","cold_general",false,2,3,1480387,"undertone",0.5000,OVERVIEW_ONLY,false,true,18.381
"challenger","p019:cold_general","p019","eerie","cold_general",false,2,4,1228246,"Five Nights at Freddy's 2",0.5000,OVERVIEW_ONLY,false,true,18.381
"challenger","p019:cold_general","p019","eerie","cold_general",false,3,1,1526650,"Mudborn",0.5000,OVERVIEW_ONLY,true,true,19.561
"challenger","p019:cold_general","p019","eerie","cold_general",false,3,2,1480387,"undertone",0.5000,OVERVIEW_ONLY,false,true,19.561
"challenger","p019:cold_general","p019","eerie","cold_general",false,3,3,1228246,"Five Nights at Freddy's 2",0.5000,OVERVIEW_ONLY,false,true,19.561
"challenger","p019:cold_general","p019","eerie","cold_general",false,4,1,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,18.366
"challenger","p019:cold_general","p019","eerie","cold_general",false,4,2,934456,"Americana",0.5000,OVERVIEW_ONLY,true,true,18.366
"challenger","p019:cold_general","p019","eerie","cold_general",false,4,3,1480387,"undertone",0.5000,OVERVIEW_ONLY,false,true,18.366
"challenger","p019:cold_general","p019","eerie","cold_general",false,5,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,false,true,17.430
"challenger","p019:cold_general","p019","eerie","cold_general",false,5,2,803796,"KPop Demon Hunters",0.5000,OVERVIEW_ONLY,false,true,17.430
"challenger","p019:cold_general","p019","eerie","cold_general",false,5,3,1480387,"undertone",0.5000,OVERVIEW_ONLY,false,true,17.430
"challenger","p019:cold_general","p019","eerie","cold_general",false,6,1,1368166,"The Housemaid",0.5000,OVERVIEW_ONLY,true,true,19.639
